Year,Nationalität,Schulart,Erreichter Abschluss,Units,Value
2018,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,7.35601541972728
2018,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,9.94514873132468
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,1.63220892274211
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,5.09611896989481
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.453391367428364
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Prozent,7.44468625317374
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,15.0707290533188
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,18.6615886833515
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,39.3815741748277
2018,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,12.259702575263
2017,Deutsche,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2017,Deutsche,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,5.50020584602717
2017,Deutsche,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,12.4953112849366
2017,Deutsche,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,1.1380998124514
2017,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Prozent,14.9682082246924
2017,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,3.4280225058323
2017,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,44.8414985590778
2017,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,7.99597456657975
2017,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,9.63267920040254
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,1.557719054242
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,4.89568845618915
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.57487250811312
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Prozent,7.64024107556792
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,8.85489105238758
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,17.5707000463607
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,48.0853036624942
2017,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,10.8205841446453
2016,Deutsche,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2016,Deutsche,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,5.55004862721628
2016,Deutsche,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,13.0910077055435
2016,Deutsche,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,1.09598264382434
2016,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Prozent,15.9076456946211
2016,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,3.38146180893245
2016,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,45.7900052367771
2016,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,5.30878282337099
2016,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,9.87506545971422
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,2.0355871886121
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,7.74377224199288
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.754448398576512
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Prozent,11.7864768683274
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,6.83274021352313
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,23.7153024911032
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,31.8718861209964
2016,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,15.2597864768683
2015,Deutsche,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2015,Deutsche,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,5.41216641863947
2015,Deutsche,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,13.213610758598
2015,Deutsche,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.919374423679141
2015,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Prozent,15.9580392765518
2015,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,3.23470067834677
2015,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,46.8515762660799
2015,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,4.40697154230309
2015,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,10.0035606358017
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,2.72241992882562
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,8.30960854092527
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.747330960854093
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Prozent,14.5551601423488
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,7.50889679715303
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,30.4092526690391
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,17.5800711743772
2015,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,18.1672597864769
2014,Deutsche,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2014,Deutsche,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,5.33729977116705
2014,Deutsche,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,12.4723112128146
2014,Deutsche,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,1.03890160183066
2014,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Prozent,16.5418764302059
2014,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,3.40686498855835
2014,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,47.6961098398169
2014,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,3.60274599542334
2014,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,9.90389016018307
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,2.80823235237546
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,9.92498557414887
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,1.07713021734949
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Prozent,14.6181958068859
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,7.67455279861512
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,32.9486439699942
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,12.6755145220235
2014,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,18.2727447586074
2013,Deutsche,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2013,Deutsche,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,5.52422455780569
2013,Deutsche,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,12.3201010729849
2013,Deutsche,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.916431684183543
2013,Deutsche,Berufsschule (Teilzeit),Realschulabschluss,Prozent,16.4939392829677
2013,Deutsche,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,3.55952686124437
2013,Deutsche,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,47.8448749404915
2013,Deutsche,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,3.26930823598345
2013,Deutsche,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,10.0715933643388
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Insgesamt,Prozent,100.0
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Allgemeine Hochschulreife ¹⁾,Prozent,3.58
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Fachhochschulreife,Prozent,9.32
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Schulischer Teil der Fachhochschulreife,Prozent,0.54
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Realschulabschluss,Prozent,15.86
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Hauptschulabschluss,Prozent,8.06
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Erfolgreicher Besuch,Prozent,32.62
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,11.0
2013,Ausländerinnen und Ausländer,Berufsschule (Teilzeit),Ohne erfolgreichen Besuch/Abschluss,Prozent,19.02
2020,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2020,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2020,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2020,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2020,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2020,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,66.9434353918007
2020,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,6.85002594706798
2020,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2020,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,26.2065386611313
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,71.7725752508361
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,5.08361204013378
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2020,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,23.1438127090301
2019,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2019,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2019,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2019,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2019,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2019,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,63.5190776832281
2019,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,7.27422454021411
2019,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2019,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,29.2066977765578
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,71.866485013624
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,4.76839237057221
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2019,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,23.3651226158038
2018,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2018,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2018,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2018,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2018,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2018,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,65.2904464714354
2018,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,5.20883341334614
2018,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2018,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,29.5007201152184
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,70.9248554913295
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,3.35260115606936
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2018,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,25.7225433526012
2017,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2017,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2017,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2017,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2017,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2017,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,61.0666666666667
2017,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,8.08888888888889
2017,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2017,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,30.8444444444444
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,64.2622950819672
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,10.0546448087432
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2017,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,25.6830601092896
2016,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2016,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2016,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2016,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2016,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2016,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,60.2912621359223
2016,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,7.3462783171521
2016,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2016,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,32.3624595469256
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,57.2614107883817
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,5.18672199170125
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2016,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,37.551867219917
2015,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2015,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2015,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2015,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2015,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2015,Deutsche,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,58.3888149134487
2015,Deutsche,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,9.95339547270306
2015,Deutsche,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2015,Deutsche,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,31.6577896138482
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Hauptschulabschluss,Prozent,56.9506726457399
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Erfolgreicher Besuch,Prozent,6.95067264573991
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Entlassungen aus BVJ bzw. aus den BS V-Bildungslehrgängen,Prozent,
2015,Ausländerinnen und Ausländer,Berufseinstiegsklasse2),Ohne erfolgreichen Besuch/Abschluss,Prozent,36.0986547085202
2014,Deutsche,Berufseinstiegsklasse2),Insgesamt,Prozent,100.0
2014,Deutsche,Berufseinstiegsklasse2),Allgemeine Hochschulreife ¹⁾,Prozent,
2014,Deutsche,Berufseinstiegsklasse2),Fachhochschulreife,Prozent,
2014,Deutsche,Berufseinstiegsklasse2),Schulischer Teil der Fachhochschulreife,Prozent,
2014,Deutsche,Berufseinstiegsklasse2),Realschulabschluss,Prozent,
